Tittle,Description,availability,Brand,cat1,cat2,cat3,cat4, price,Image,url
Pigeon Teether Strawberry Shape+ 4 Months,"Pigeon Teether Strawberry Shape + 4 Months Pigeon Cooling Teether 4 Months Pigeon Teether designed to grow naturally through the mouth, and is soft and natural to mimic suckling...",in stock,Bigen,baby care,bottles,,,13,Pigeon Teether Strawberry Shape+ 4 Months.png,https://draljamal.com/QmBpKY
,,,,,,,,,,
Bio-Oil - Skin Care Oil 125 ml,"Bio-Oil is a specialized skin care treatment recommended for scars, stretch marks, uneven skin tone, aging and dry skin. Formulated for use on both the face and skin. Bio a...",out of stock,Bio - Oil,skin care,refreshment,,,67.36,Bio-Oil - Skin Care Oil 125 ml.png,https://draljamal.com/WnBADX
,,,,,,,,,,
Bio-Oil Advanced Skin Oil 200ml,"Bio-Oil is a skin care product recommended for improving the appearance of scars, stretch marks and uneven skin tone. A unique formula that is highly effective for dry, aging prone skin. How to...",in stock,Bio - Oil,women care,beauty products,,,94.02,Bio-Oil Advanced Skin Oil 200ml.png,https://draljamal.com/NNrrWV
,,,,,,,,,,
Bio-Oil Dry Skin Gel 200 ml,"Gel for dry skin from Bio-Oil, which is a revolutionary formula based on the world's best-selling oils, stretch mark removal oil and skin care oils.An ideal gel...",in stock,Bio - Oil,skin care,peelers,,,60,Bio-Oil Dry Skin Gel 200 ml.png,https://draljamal.com/qzWWdD
,,,,,,,,,,
Bio-Oil Dry Skin Gel 100 ml,Bio-Oil Dry Skin Gel has been tested according to a pre-planned test plan.It is a specialized skin care product designed to moisturize the skin.Contains an oil-in-water emulsion and an...,in stock,Bio - Oil,skin care,peelers,,,37,Bio-Oil Dry Skin Gel 100 ml.png,https://draljamal.com/ZjyyOZ
,,,,,,,,,,
Bio-Oil - Skin Care Oil 60 ml,"Bio-Oil is a specialized skin care treatment recommended for scars, stretch marks, uneven skin tone, aging and dry skin. Formulated for use on both the face and skin. Bio a...",in stock,Bio - Oil,skin care,refreshment,,,36.4,Bio-Oil - Skin Care Oil 60 ml.png,https://draljamal.com/eZKgYo
,,,,,,,,,,
Bio-Oil Dry Skin Gel 50 ml,"• Very deep hydration for dry skin • Protects the skin from cracks and flaking How to use: Use it twice a day, in the morning and in the evening, where a few drops are applied to the area...",in stock,Bio - Oil,skin care,refreshment,,,23.5,Bio-Oil Dry Skin Gel 50 ml.png,https://draljamal.com/monKvq
,,,,,,,,,,
Bio-Oil Skincare Oil 25 ml,"Bio-Oil is a specialized skin care treatment recommended for scars, stretch marks, uneven skin tone, aging and dry skin. Formulated for use on the face and skin. pew...",in stock,Bio - Oil,skin care,cleaning the skin,,,22.27,Bio-Oil Skincare Oil 25 ml.png,https://draljamal.com/GZYzoV
,,,,,,,,,,
Bio-Oil - Skincare Oil - 125 ml,"Description: Bio-Oil is a specialized skin care treatment recommended for scars, stretch marks, uneven skin tone, aging and dry skin. Formulated for use on the face and skin.&nbs...",in stock,Bio - Oil,skin care,cleaning the skin,,,87.94,Bio-Oil - Skincare Oil - 125 ml.png,https://draljamal.com/NWKWpB
,,,,,,,,,,
Bio-Oil Natural Skincare Oil 200 ml,Bio-Oil Natural Skin Care Oil 200mlHelps improve the appearance of new and existing scars.Helps prevent the formation and improve the appearance of stretch marks present during pregnancy or...,in stock,Bio - Oil,women care,beauty products,,,110.53,Bio-Oil Natural Skincare Oil 200 ml.png,https://draljamal.com/xYWqll
,,,,,,,,,,
Bio-Oil Skincare Oil 60ml,"Bio-Oil Skincare Oil 60ml is a specialized skin care treatment recommended for scars, stretch marks, uneven skin tone, aging and dry skin formulated for use on...",in stock,Bio - Oil,skin care,cleaning the skin,,,48.2,Bio-Oil Skincare Oil 60ml.png,https://draljamal.com/ndPOrV
,,,,,,,,,,
BIODERMA Whitening cream for sensitive areas 75 ml,BIODERMA Intimate Lightening Cream Bio-pigmented Intimate Areas has been specifically designed to treat hyperpigmentation of the intimate and outer areas. Helps whiten people...,out of stock,Bioderma ,women care,intimate area products,,,102.9,BIODERMA Whitening cream for sensitive areas 75 ml.png,https://draljamal.com/XDAwrw
,,,,,,,,,,
Boderm Hydrogen Gold Mask 28 gm,"Powder Hydrogen Gold Mask Re-hydrates and nourishes dry, lifeless skin promoting a brighter, younger look Gold purifies the complexion and a generous amount of...",in stock,Bioderma ,skin care,Skin whitening,,,19.78,Boderm Hydrogen Gold Mask 28 gm.png,https://draljamal.com/qyGWvZ
,,,,,,,,,,
Purederm black bubble mask 20 g,"Purederm O2 Black Bubble Mask Charcoal Powder cleanses and purifies your skin with orange and lemon extract by helping to absorb sebum. While this is happening,...",in stock,Bioderma ,skin care,Skin whitening,,,16.52,Purederm black bubble mask 20 g.png,https://draljamal.com/ROvQbx
,,,,,,,,,,
Purederm Nourishing & Hydrating Nail Mask - 10 Pre-Wet Masks,"Purederm Nourishing & Moisturizing Nail Mask - 10 Pre-Wet Masks Paraffin Wax, Argan Extract, Coconut Extract, Lotus Root Extract, Milk Protein Extract,...",in stock,Bioderma ,Make-up,nails,,,14.32,Purederm Nourishing & Hydrating Nail Mask - 10 Pre-Wet Masks.png,https://draljamal.com/YxzAen
,,,,,,,,,,
Purederm Charcoal Nose Cleansing Patch 6 patches,"Charcoal Nose Cleansing Patch 6 Strips Get rid of blackheads quickly in 10 minutes. It does not clog pores and cleanses deeply. Pores get rid of dirt and oil, leaving your skin fresh and clean...",in stock,Bioderma ,skin care,face care,,,17.54,Purederm Charcoal Nose Cleansing Patch 6 patches.png,https://draljamal.com/DmpOEy
,,,,,,,,,,
Korean paste for forehead and chin from Purederm 6 strips,Korean Purederm Forehead & Beard Patch 6 Strips Blackhead Removal Forehead & Beard Care is a one-step cleansing treatment specially designed to unc...,in stock,Bioderma ,women care,beauty products,,,20.46,Korean paste for forehead and chin from Purederm 6 strips.png,https://draljamal.com/EmBKPq
,,,,,,,,,,
30 Pieces Purederm Makeup Removal Wipes Q-10,"30 Pieces Purederm Q-10 Make-up Removal Cleansing Wipes Purederm eye make-up remover wipes, such as eyeliner and mascara, as well as...",in stock,Bioderma ,Make-up,face makeup,,,14.14,30 Pieces Purederm Makeup Removal Wipes Q-10.png,https://draljamal.com/xVoAyo
,,,,,,,,,,
Purederm Cucumber Cleansing Wipes,"Purederm Cucumber Makeup Cleansing Wipes Purederm Make-up Cleansing Wipes thoroughly remove eyeliner, shadow, lipstick and waterproof mascara without irritating the skin The pocket pack is...",in stock,Bioderma ,Make-up,makeup remover,,,14.14,Purederm Cucumber Cleansing Wipes.png,https://draljamal.com/dglBnP
,,,,,,,,,,
Purederm Anti Blackheads Korean Charcoal Mask 100gm,"Korean Anti-Blackhead Charcoal Mask 100g PUREDERM Pore Clean charcoal mask exfoliates, purifies and nourishes the skin at the same time using a phytotherapy...",in stock,Bioderma ,skin care,cleaning the skin,,,24.9,Purederm Anti Blackheads Korean Charcoal Mask 100gm.png,https://draljamal.com/BDBPNR
,,,,,,,,,,
BIODERMA ATODERM SHOWER CREAM 500 ML,Bioderma Atoderm Shower Cream 500mlBioderma Atoderm Shower Cream 500ml is an ultra-nourishing daily cleanser that provides lasting hydration. Its formula contains a...,in stock,Bioderma ,Bath products,Shower Gel,,,65.85,BIODERMA ATODERM SHOWER CREAM 500 ML.png,https://draljamal.com/ZmXvVy
,,,,,,,,,,
Bioderma Atoderm Shower Cream 1 Liter,Bioderma Atoderm Shower Cream 1 LBioderma Atoderm Shower Cream ml is an ultra-nourishing daily cleanser that provides lasting hydration. Its formula contains a skin protection complex...,in stock,Bioderma ,Bath products,Shower Gel,,,94.78,Bioderma Atoderm Shower Cream 1 Liter.png,https://draljamal.com/laBmld
,,,,,,,,,,
Bioderma Atoderm shower oil 1 liter,"Bioderma Atoderm Shower Oil 1 L is a non-greasy, non-greasy texture that gently cleanses dry, extremely dry and irritated skin of the whole family. Composed of 33% of moisturizing agents and...",in stock,Bioderma ,personal care,Bath products,,,97.39,Bioderma Atoderm shower oil 1 liter.png,https://draljamal.com/ogyYgX
,,,,,,,,,,
BIODERMA Moisturizing Cream 200 ml,"A rich daily restructuring moisturizing cream for dry and sensitive skin.Thanks to its rich restructuring active ingredients, it reinforces the barrier structure...",out of stock,BIODERMA,women care,beauty products,,,46.2,BIODERMA Moisturizing Cream 200 ml.png,https://draljamal.com/lPnWPD
,,,,,,,,,,
Bioderma Photoderm +100 Cream Sunscreen - 40 ml,"Superior protection from the sun's rays with a light and soft base color, that does not leave greasy traces, and is used as a base for make-up to ensure radiance and uniform color.",out of stock,BIODERMA,women care,beauty products,,,159,Bioderma Photoderm +100 Cream Sunscreen - 40 ml.png,https://draljamal.com/baqqGX
,,,,,,,,,,
BIODERMA CREAM 100 ML FOR DRY SENSITIVE SKIN,"Atoderm B or Zinc is a moisturizing cream free of parabens and fragrance that relieves itching and its side effects. It is used once or twice daily on clean, dry skin on the face and body.",out of stock,BIODERMA,women care,beauty products,,,105,BIODERMA CREAM 100 ML FOR DRY SENSITIVE SKIN.png,https://draljamal.com/ozPERE
,,,,,,,,,,
Bioderma Autodream Stick Lovers Lip Balm,"It makes dry lips moisturized, leaving them soft and shiny. Designed to soften and prevent dry lips from chapping. Helps protect the delicate tissues in your lips from sun rays and pollution...",out of stock,BIODERMA,women care,beauty products,,,21,Bioderma Autodream Stick Lovers Lip Balm.png,https://draljamal.com/KNylap
,,,,,,,,,,
BIODERMA PHOTODERM MAX SPF100+ - Tinted Cream 40ml,"BIODERMA PHOTODERM MAX SPF100+ - Tinted Cream 40ml - Tinted light-protective cream, stimulates the skin's defense system Indications: For sensitive skin and sun irritations - For...",out of stock,BIODERMA,women care,beauty products,,,88.63,BIODERMA PHOTODERM MAX SPF100+ - Tinted Cream 40ml.png,https://draljamal.com/ywmvXG
,,,,,,,,,,
Bioderma Atoderm Intensive Pam Intensive Moisturizer for Dry and Sensitive Skin - 200ml,"Bioderma Intensive Pum Moisturizer is a moisturizer specially designed for dry and sensitive skin, as it deeply moisturizes the skin in addition to increasing the skin's natural hydration.Moisturizer contains...",out of stock,BIODERMA,women care,beauty products,,,77,Bioderma Atoderm Intensive Pam Intensive Moisturizer for Dry and Sensitive Skin - 200ml.png,https://draljamal.com/EGEAmg
,,,,,,,,,,
Bioderma Pigment Bio Whitening Foaming Wash Cream - 200 ml,Bioderma Pigment Bio Brightening Foaming Wash Cream - 200 mlThe exfoliating cleanser to lighten the skin immediately after cleansing.Pigment Bio Whitening Foaming Cream is a cleanser that brightens and promotes the elimination of...,out of stock,BIODERMA,skin care,peelers,,,80.36,Bioderma Pigment Bio Whitening Foaming Wash Cream - 200 ml.png,https://draljamal.com/DZRnXg
,,,,,,,,,,
Bioderma Sebium Bain Cleanser for Oily and Acne Skin - 150 gm,"Sebium Bain gently cleanses, the only cleansing bar that limits the formation of blemishes thanks to the FluidActive complex to reduce and biologically regulate sebum.Enriched with antiseptic agents and zinc sulfate...",out of stock,BIODERMA,skin care,cleaning the skin,,,41.44,Bioderma Sebium Bain Cleanser for Oily and Acne Skin - 150 gm.png,https://draljamal.com/jGzldl
,,,,,,,,,,
Bioderma Sebem Pore Refiner Cream for Oily Skin 30 ml,"Apply Sebium Pore Refiner once or twice daily, on the nose, chin and forehead area for combination skin, and on the entire face for oily skin. Sebium Pore Refiner can be used...",out of stock,BIODERMA,face makeup,base cream,,,70,Bioderma Sebem Pore Refiner Cream for Oily Skin 30 ml.png,https://draljamal.com/RdoNqw
,,,,,,,,,,
Bioderma Photoderm Max SPF50 + Tinted Cream - 40 ml,"Description Bioderma photoderm max SPF50 + tinted cream is indicated for the protection of normal to dry skin from the sun. Benefits:With the Cellular Bioprotection® complex,...",out of stock,BIODERMA,skin care,Sun cream,,,75,Bioderma Photoderm Max SPF50 + Tinted Cream - 40 ml.png,https://draljamal.com/qXdKrn
,,,,,,,,,,
BIODERMA Wash for oily skin 500 ml,Sebium face wash from Bioderma is a gel texture for combination to oily skin. Sebium Gel Moussant The daily foam for cleansing and purifying oily and mixed skin. Sebium Gel Mouss...,in stock,BIODERMA,women care,beauty products,,,95.26,BIODERMA Wash for oily skin 500 ml.png,https://draljamal.com/XnrPnb
,,,,,,,,,,
Bioderma make-up remover for oily skin 500 ml,"About the product: It is characterized by a gentle cleansing of the skin without causing its stiffness and dryness, by acquiring the impurities inside the micro-emulsion. Rich in ingredients that help to purify...",in stock,BIODERMA,Make-up,makeup remover,,,50,Bioderma make-up remover for oily skin 500 ml.png,https://draljamal.com/ZjyPjP
,,,,,,,,,,
Bioderma Wash Gel For Sensitive Skin 200 ml,* Sensibio Gel Wash works to replenish sebum and moisturize the skin through coco-glucoside / glyceryl oleate.* Sensibio Gel wash gently and deeply cleanses without harshness and without aggravating the skin...,in stock,BIODERMA,women care,beauty products,,,68,Bioderma Wash Gel For Sensitive Skin 200 ml.png,https://draljamal.com/nGWaGv
,,,,,,,,,,
Bioderma wash oily skin 200 ml,Sebium Gel Moussant for mixed to oily skin.,in stock,BIODERMA,women care,beauty products,,,58.5,Bioderma wash oily skin 200 ml.png,https://draljamal.com/lPnWDx
,,,,,,,,,,
"Photoderm Max Cream SPF 50, 40 ml from Bioderma","A breakthrough against the dangers of cell damage, the exclusive patented Cellular Bioprotection® guarantees optimal protection of skin cells. Photoderm MAX Ultra-liquid's ultra-liquid formula...",in stock,BIODERMA,women care,beauty products,,,74.78,"Photoderm Max Cream SPF 50, 40 ml from Bioderma.png",https://draljamal.com/lPnWjQ
,,,,,,,,,,
Bioderma Krylin H2O Micellar Water for Cleansing and Removing Make-up 500ml,"About the product: The micellar water for cleansing and removing make-up Kryline H2O from Bioderma has come up with 500ml H2O daily, morning and evening.Micellar water for cleansing and removing make-up Krillin H2...",in stock,BIODERMA,Make-up,makeup remover,,,74,Bioderma Krylin H2O Micellar Water for Cleansing and Removing Make-up 500ml.png,https://draljamal.com/RYQQWD
,,,,,,,,,,
BIODERMA make-up remover for sensitive skin 250 ml,Bioderma has come up with a new product of cleansing solutions.Make-up remover. Sensitive skin. Gently cleanses and removes make-up from the face and eyes. The particles present are left...,in stock,BIODERMA,Make-up,makeup remover,,,52.47,BIODERMA make-up remover for sensitive skin 250 ml.png,https://draljamal.com/lPnngV
,,,,,,,,,,
Bioderma Photoderm Bronze Spray Sunscreen SPF 30 200 ml,Photoderm 30+ Bronz Spray provides significant UV protection and revitalizes tanning without white marks or sticky effects.Description of Bioderma Photoderm Bronz Spray SPF 30...,in stock,BIODERMA,women care,beauty products,,,116.2,Bioderma Photoderm Bronze Spray Sunscreen SPF 30 200 ml.png,https://draljamal.com/VYjlwq
